序号,英文单词,音标,词性,中文含义
978,mum,/məm/,n,(口语)妈妈
979,museum,/mˈjuziəm/,n,博物馆
980,mushroom,/ˈməʃrum/,n,蘑菇
981,music,/mˈjuzɪk/,n,音乐；乐曲
982,must,/məst/,aux v,必须；需要；应当；必定是，一定
983,name,/neɪm/,n / v,名字；姓名；名称；命名，名叫
984,narrow,/ˈnɛroʊ/,adj,狭窄的
985,nation,/ˈneɪʃən/,n,民族；国家
986,national,/ˈnæʃənəl/,adj,全国性的；国家的；民族的
987,nationality,/ˌnæʃəˈnælɪti/,n,国籍
988,native,/ˈneɪtɪv/,adj / n,本地的；本国的；当地的；本地人；本国人
989,natural,/ˈnæʧərəl/,adj,自然的，天然的
990,nature,/ˈneɪʧər/,n,自然；本质
991,naughty,/ˈnɔti/,adj,顽皮的
992,near,/nɪr/,prep / adj / adv,在……附近；近的，附近的；附近，邻近
993,nearby,/ˈnɪrˈbaɪ/,adj / adv,附近的；在附近
994,nearly,/ˈnɪrli/,adv,将近；几乎；差不多
995,necessary,/ˈnɛsəˌsɛri/,adj,必需的，必要的
996,need,/nid/,aux v / v / n,必须；需要；必须；需要，需求；必要
997,neighbour (美,/ˈneɪbər/,n,eighbor) n. 邻居
998,neighbourhood (美,/ˈneɪbərˌhʊd/,n,eighborhood) n. 邻近地区，街坊
999,neither,/ˈniðər/,pron / adj / adv / conj,(两者)都不；(两者)都不；也不；也不
1000,nervous,/ˈnərvəs/,adj,紧张的
1001,net,/nɛt/,n,网
1002,network,/ˈnɛtˌwərk/,n,网络；网络系统
1003,never,/ˈnɛvər/,adv,决不；从来没有
1004,new,/nu/,adj,新的；新鲜的
1005,news,/nuz/,n,新闻；消息
1006,newspaper,/ˈnuzˌpeɪpər/,n,报纸
1007,next,/nɛkst/,adj / adv,最近的；紧挨着的；隔壁的；下一次的；最近地；然后；下一步
1008,nice,/nis/,adj,令人愉快的；好的；漂亮的
1009,night,/naɪt/,n,夜；夜间
1010,nobody,/ˈnoʊˌbɑˌdi/,pron,没有人，谁也不
1011,noise,/nɔɪz/,n,声音；噪声；响声
1012,noisy,/ˈnɔɪzi/,adj,嘈杂的；喧闹的
1013,none,/nən/,pron,没有任何东西；没有人
1014,noodle,/ˈnudəl/,n,面条
1015,nor,/nɔr/,conj,也不
1016,north,/nɔrθ/,adj / n,北的；朝北的；北方的；北；北方；北部
1017,nose,/noʊz/,n,鼻子
1018,note,/noʊt/,n,便条，笔记；钞票
1019,nothing,/ˈnəθɪŋ/,pron,没有东西；没有什么
1020,notice,/ˈnoʊtɪs/,n / v,布告；通知；注意；注意，注意到
1021,novel,/ˈnɑvəl/,n,小说
1022,now,/naʊ/,adv,现在
1023,nowadays,/ˈnaʊəˌdeɪz/,adv,当今，现在
1024,nowhere,/ˈnoʊˌwɛr/,adv,任何地方都不
1025,number,/ˈnəmbər/,n,数，数字；号码；数量
1026,nurse,/nərs/,n,护士；保育员
1027,obey,/oʊˈbeɪ/,v,服从；顺从；听从
1028,observe,/əbˈzərv/,v,观察；观测
1029,occupation,/ˌɑkjəˈpeɪʃən/,n,职业
1030,ocean,/ˈoʊʃən/,n,海洋
1031,o’clock,/o’clock*/,adv,……点钟
1032,of,/əv/,prep,(表示所属，数量，其中等)……的
1033,off,/ɔf/,adv / prep,离开，走开；断掉(水、电等)；完，光；脱离，(走)开；从……离开
1034,offer,/ˈɔfər/,n & v,提供
1035,office,/ˈɔfəs/,n,办公室
1036,officer,/ˈɔfɪsər/,n,官员，办事员
1037,official,/əˈfɪʃəl/,n / adj,(公司、团体或政府的)官员；官方的，政府的；官员的
1038,often,/ˈɔfən/,adv,经常，常常
1039,oil,/ɔɪl/,n,油；石油
1040,old,/oʊld/,adj,年老的；古老的；旧的
1041,Olympic,/oʊˈlɪmpɪk/,adj / n,奥林匹克的；奥林匹克(运动会)
1042,on,/ɔn/,prep / adv / adj,在……之上；在……时刻；关于；(穿，放……)上；(水、电等)接通；进行下去；在上映
1043,once,/wəns/,adv & conj & n,一次，一度，从前
1044,one,/wən/,pron,一
1045,online,/ˈɔnˌlaɪn/,adj / adv,在线的；在线地
1046,only,/ˈoʊnli/,adv / adj,只；只是；仅仅；唯一的，仅有的
1047,onto,/ˈɔntu/,prep,到……上面
1048,open,/ˈoʊpən/,v / adj,打开；张开；开办；开设；开着的，开口的；敞开的；营业中的
1049,operate,/ˈɔpərˌeɪt/,v,动手术，开刀；操作；运转
1050,operation,/ˌɑpərˈeɪʃən/,n,手术
1051,opinion,/əˈpɪnjən/,n,看法，观点
1052,opposite,/ˈɑpəzɪt/,adj & prep,在……对面；相对的；对立的
1053,or,/ər/,conj,或者；还是；否则
1054,orange,/ˈɔrɪnʤ/,n / adj,橘子，橙；橙色；橙色的
1055,order,/ˈɔrdər/,n / v,命令，指示；顺序；命令；定购；点(菜、饮料等)
1056,ordinary,/ˈɔrdəˌnɛri/,adj,普通的，平常的
1057,organization,/ˌɔrgənəˈzeɪʃən/,n,组织，团体，机构
1058,organize,/ˈɔrgəˌnaɪz/,v,组织
1059,other,/ˈəðər/,adj / pron,其他的；另外的；别人；别的东西
1060,ought (to),/ɔt/,aux,.v. 应该，应当
1061,out,/aʊt/,adv,向外；在外；离开
1062,outdoor,/ˈaʊtˌdɔr/,adj,室外的
1063,outside,/ˈaʊtˈsaɪd/,prep / adv,在……外；在外面
1064,oven,/ˈəvən/,n,炉子；烤箱
1065,over,/ˈoʊvər/,prep / adv,在……上方；越过；遍及；超过；结束；越过；翻转
1066,own,/oʊn/,adj / v,自己的；拥有
1067,owner,/ˈoʊnər/,n,拥有者；物主
1068,Pacific,/pəˈsɪfɪk/,n,太平洋
1069,pack,/pæk/,n / v,包；打包
1070,page,/peɪʤ/,n,页；页码
1071,pain,/peɪn/,n,疼痛，疼
1072,paint,/peɪnt/,v / n,油漆，粉刷；绘画；油漆；涂料；颜料
1073,painting,/ˈpeɪnɪŋ/,n,画，油画，水彩画
1074,pair,/pɛr/,n,一双；一对
1075,palace,/ˈpæləs/,n,宫；宫殿
1076,pale,/peɪl/,adj,苍白的，灰白的
1077,panda,/ˈpændə/,n,熊猫
1078,paper,/ˈpeɪpər/,n,(不可数)纸；(可数)报纸；考卷；文件
1079,parent,/ˈpɛrənt/,n,父(母)，(复数)双亲
1080,Paris,/ˈpɛrɪs/,n,(法国首都)巴黎
1081,park,/pɑrk/,n / v,公园；停放(车辆等)
1082,part,/pɑrt/,n,部分；角色；部件；零件
1083,partner,/ˈpɑrtnər/,n,搭档，合作者
1084,party,/ˈpɑrti/,n,聚会，晚会；政党；党派
1085,pass,/pæs/,v,传，递；经过，路过；通过
1086,passage,/ˈpæsɪʤ/,n,(文章等的)一节，一段；通道
1087,passenger,/ˈpæsənʤər/,n,乘客；旅客
1088,passport,/ˈpæˌspɔrt/,n,护照
1089,past,/pæst/,prep / n,(指时间等)过……；走过某处；过去；昔日；往事
1090,patient,/ˈpeɪʃənt/,n / adj,病人；耐心的
1091,pay (paid，paid),/peɪ/,v / n,付钱，给……报酬；工资
1092,P.E.,/p.e*/,,体育
1093,peace,/pis/,n,和平
1094,pear,/pɛr/,n,梨
1095,pearl,/pərl/,n,珍珠
1096,pen,/pɛn/,n,钢笔；笔
1097,pencil,/ˈpɛnsəl/,n,铅笔
1098,people,/ˈpipəl/,n,人；人们；人民
1099,per,/pər/,prep,每，每一
1100,percent,/pərˈsɛnt/,n,百分比
1101,perfect,/ˈpərˌfɪkt/,adj,完美的；极好的
1102,performance,/pərˈfɔrməns/,n,表演，演出；行动
1103,perhaps,/pərˈhæps/,adv,可能，也许
1104,person,/ˈpərsən/,n,人
1105,personal,/ˈpərsɪnəl/,adj,个人的；私人的
1106,pet,/pɛt/,n,宠物
1107,phone (=telephone),/foʊn/,n / v,电话，电话机；打电话
1108,photo (=photograph),/ˈfoʊˌtoʊ/,n,照片
1109,physical,/ˈfɪzɪkəl/,adj,身体的；物理的
1110,physics,/ˈfɪzɪks/,n,物理(学)
1111,piano,/piˈænə/,n,钢琴
1112,pick,/pɪk/,v,拾起；摘；采集；挑选
1113,picnic,/ˈpɪkˌnɪk/,n,野餐
1114,picture,/ˈpɪkʧər/,n,图片，画片，照片；影片
1115,piece,/pis/,n,一块(片，张，件，段……)；碎片；部件
1116,pig,/pɪg/,n,猪
1117,pill,/pɪl/,n,药丸
1118,pilot,/ˈpaɪlət/,n,飞行员
1119,pin,/pɪn/,v / n,用针别；针
1120,pineapple,/ˈpaɪˌnæpəl/,n,菠萝
1121,pink,/pɪŋk/,adj / n,粉红色的；粉红
1122,pioneer,/ˌpaɪəˈnɪr/,n,先锋；开拓者
1123,pity,/ˈpɪti/,n,怜悯；同情；可惜
1124,pizza,/ˈpitsə/,n,比萨饼
1125,place,/pleɪs/,n / v,地方；处所；放置
1126,plan,/plæn/,n & v,计划，打算
1127,plane,/pleɪn/,n,飞机
1128,planet,/ˈplænət/,n,行星
1129,plant,/plænt/,v / n,种植；播种；植物
1130,plastic,/ˈplæstɪk/,adj,塑料的
1131,plate,/pleɪt/,n,盘子；碟子；板；牌
1132,platform,/ˈplætˌfɔrm/,n,讲台；站台
1133,play,/pleɪ/,v / n,玩；打(球)；演奏；扮演；播放；玩耍；戏剧；剧本
1134,player,/pleɪər/,n,运动员
1135,playground,/ˈpleɪˌgraʊnd/,n,操场，运动场
1136,pleasant,/ˈplɛzənt/,adj,令人愉快的，舒适的
1137,please,/pliz/,v,请
1138,pleased,/plizd/,adj,感到高兴的；感到满意的
1139,pleasure,/ˈplɛʒər/,n,高兴；愉快
1140,plenty,/ˈplɛnti/,n,丰富，充足；大量
1141,plus,/pləs/,prep,加，加上
1142,P.M. (p.m.),/p.m*/,,下午
1143,pocket,/ˈpɑkət/,n,(衣服的)口袋
1144,poem,/poʊəm/,n,诗
1145,point,/pɔɪnt/,v / n,指；指向；点；分数；小数点
1146,pole,/poʊl/,n,杆；极
1147,policeman (复数 policemen),/pəˈlismən/,n,警察
1148,polite,/pəˈlaɪt/,adj,有礼貌的
1149,politely,/pəˈlaɪtli/,adv,有礼貌地
1150,politics,/ˈpɑləˌtɪks/,n,政治
1151,pollute,/pəˈlut/,v,污染，弄脏
1152,pollution,/pəˈluʃən/,n,污染
1153,pool,/pul/,n,水塘，水池
1154,poor,/pur/,adj,贫穷的；可怜的；不好的
1155,popular (=pop),/ˈpɑpjələr/,adj,流行的；大众的；受欢迎的
1156,population,/ˌpɑpjəˈleɪʃən/,n,人口，人数
1157,pork,/pɔrk/,n,猪肉
1158,possible,/ˈpɑsəbəl/,adj,可能的，也许的
1159,possibly,/ˈpɑsəbli/,adv,可能地，也许
1160,post,/poʊst/,n / v,邮政，邮寄，邮件；投寄； 邮寄
1161,postcard,/ˈpoʊˌskɑrd/,n,明信片
1162,poster,/ˈpoʊstər/,n,海报
1163,postman (复数 postmen),/ˈpoʊstmən/,n,邮递员
1164,pot,/pɑt/,n,锅；壶；罐
1165,potato,/pəˈteɪˌtoʊ/,n,土豆，马铃薯
1166,pound,/paʊnd/,n,磅(重量单位)；英镑
1167,power,/paʊər/,n,电源；能源；动力；电力
1168,powerful,/ˈpaʊərfəl/,adj,强大的
1169,practice,/ˈpræktɪs/,n / v,练习；实践；(英 practise) 练习；实践
1170,praise,/preɪz/,n & v,赞扬；表扬
1171,precious,/ˈprɛʃəs/,adj,宝贵的， 珍贵的
1172,predict,/prɪˈdɪkt/,v,预言；预料
1173,prefer,/prɪˈfər/,v,宁愿(选择)，更喜欢
1174,prepare,/priˈpɛr/,v,准备， 预备
1175,present,/ˈprɛzənt/,n / adj,礼物；赠品；现在；出现的，出席的
1176,president,/ˈprɛzɪdənt/,n,总统；主席
1177,press,/prɛs/,v,压，按
1178,pretend,/priˈtɛnd/,v,假装，装作
1179,pretty,/ˈprɪti/,adj,漂亮的
1180,prevent,/prɪˈvɛnt/,v,防止，预防；阻止，阻挡
1181,price,/praɪs/,n,价格
1182,primary,/ˈpraɪˌmɛri/,adj,初等的；初级的
1183,print,/prɪnt/,v,打印，印刷
1184,prison,/ˈprɪzən/,n,监狱
1185,private,/ˈpraɪvət/,adj,私人的；私有的
1186,prize,/praɪz/,n,奖赏，奖品
1187,probably,/ˈprɑbəˌbli/,adv,很可能地，大概，或许
1188,problem,/ˈprɑbləm/,n,问题，难题，习题
1189,process,/ˈprɔˌsɛs/,v / n,处理；加工；过程
1190,produce,/ˈproʊdus/,v,生产；产生；制造
1191,product,/ˈprɑdəkt/,n,产品
1192,professional,/prəˈfɛʃənəl/,adj,职业的；专业的
1193,programme (美 program),/ˈproʊˌgræm/,n,节目；项目
1194,progress,/ˈprɑˌgrɛs/,n,进步，进展
1195,project,/ˈprɑʤɛkt/,n,工程；课程；作业；项目；规划
1196,promise,/ˈprɑməs/,n & v,答应；承诺
1197,pronounce,/prəˈnaʊns/,v,发音
1198,properly,/ˈprɑpərli/,adv,恰当地，合适地
1199,protect,/prəˈtɛkt/,v,保护
1200,proud,/praʊd/,adj,自豪的；骄傲的
1201,prove,/pruv/,v,证明
1202,proverb,/ˈprɑvərb/,n,谚语，格言
1203,provide,/prəˈvaɪd/,v,提供
1204,public,/ˈpəblɪk/,adj / n,公共的，公众的；公众
1205,publish,/ˈpəblɪʃ/,v,出版
1206,pull,/pʊl/,v,拉；拖；拔
1207,purpose,/ˈpərpəs/,n,目的；用途
1208,push,/pʊʃ/,n & v,推
1209,put (put，put),/pʊt/,v,放；摆
1210,quality,/kˈwɑləti/,n,质量
1211,quarter,/kˈwɔrtər/,n,四分之一；一刻钟
1212,queen,/kwin/,n,皇后，女王
1213,question,/kˈwɛʃən/,n,问题
1214,quick,/kwɪk/,adj,快的；敏捷的；迅速的
1215,quickly,/kˈwɪkli/,adv,快地；迅速地
1216,quiet,/kwaɪət/,adj,安静的
1217,quietly,/kˈwaɪətli/,adv,安静地
1218,quite,/kwaɪt/,adv,完全；十分；相当
1219,quiz,/kwɪz/,n,测验
1220,race,/reɪs/,v / n,比赛；赛跑；赛跑
1221,radio,/ˈreɪdiˌoʊ/,n,无线电；收音机
1222,railway,/ˈreɪlˌweɪ/,n,铁路；铁道
1223,rain,/reɪn/,n / v,雨；雨水；下雨
1224,rainy,/ˈreɪni/,adj,有雨的；多雨的
1225,raise,/reɪz/,v,举起，使升高；饲养，抚养；筹钱
1226,rarely,/ˈrɛrli/,adv,罕有；很少；不常
1227,rather,/ˈrəðər/,adv,相当，颇；宁可
1228,reach,/riʧ/,v,到达
1229,"read (read, read)",/rɛd/,v,读；朗读
1230,ready,/ˈrɛdi/,adj,准备好的；乐于
1231,real,/ril/,adj,真实的，确实的；真正的
1232,realize,/ˈriəˌlaɪz/,v,认识到；实现
1233,really,/ˈrɪli/,adv,真正地；确实
1234,reason,/ˈrizən/,n,理由；原因
1235,rebuild,/riˈbɪld/,v,重建
1236,receive,/rɪˈsiv/,v,收到，得到
1237,recent,/ˈrisənt/,adj,近来的，最近的
1238,recently,/ˈrisəntli/,adv,最近，近来
1239,recognize,/ˈrɛkəgˌnaɪz/,v,辨认出；认识
1240,record,/ˈrɛkərd/,n / v,记录； 唱片；录制，录音；记录
1241,recycle,/riˈsaɪkəl/,v,回收利用； 使再循环
1242,red,/rɛd/,adj / n,红色的；红色
1243,reduce,/rɪˈdus/,v,减少；缩减
1244,reference,/ˈrɛfərəns/,n,参考
1245,refuse,/ˈrɛfˌjuz/,v,拒绝；不愿
1246,regular,/ˈrɛgjələr/,adj,规则的，经常
1247,relationship,/riˈleɪʃənˌʃɪp/,n,关系
1248,relative,/ˈrɛlətɪv/,n,亲属
1249,relax,/rɪˈlæks/,v,(使)放松，轻松
1250,release,/riˈlis/,n & v,释放，排放；发行，发表
1251,rely,/rɪˈlaɪ/,v,依靠
1252,remember,/rɪˈmɛmbər/,v,记得；想起
1253,remind,/riˈmaɪnd/,v,提醒
1254,repair,/rɪˈpɛr/,n & v,修理
1255,repeat,/rɪˈpit/,v,重复
1256,reply,/rɪˈplaɪ/,n & v,回答，答复
1257,report,/rɪˈpɔrt/,n / v,报道；报告；成绩单；报告；汇报
1258,reporter,/rɪˈpɔrtər/,n,记者
1259,republic,/riˈpəblɪk/,n,共和国
1260,require,/ˌrikˈwaɪər/,v,需求；要求
1261,research,/ˈrisərʧ/,n,研究；调查
1262,resource,/ˈrisɔrs/,n,资源
1263,respect,/rɪˈspɛkt/,n & v,尊敬，尊重
1264,response,/rɪˈspɑns/,n,响应；反应；作答
1265,responsible,/riˈspɑnsəbəl/,adj,负责的；有责任的
1266,responsibility,/riˌspɑnsəˈbɪləti/,n,责任，职责，责任心
1267,rest,/rɛst/,n / v,休息；剩余部分，其余的人(物)；休息，歇息
1268,restaurant,/ˈrɛˌstrɑnt/,n,饭馆； 饭店
1269,result,/rɪˈzəlt/,n,结果；成果
1270,retired,/rɪˈtaɪrd/,adj,退休的
1271,return,/rɪˈtərn/,v,回来；返回；归还；偿还
1272,reuse,/riˈjuz/,v,再利用
1273,review,/ˌrivˈju/,n & v,复习；评论
1274,rice,/raɪs/,n,稻；米；米饭
1275,rich,/rɪʧ/,adj,富裕的，有钱的；味道浓的；重油的
1276,rid,/rɪd/,v,使摆脱
1277,"ride (rode, ridden)",/raɪd/,v / n,骑(马、自行车等)；乘车旅行
1278,right,/raɪt/,adj / adv / n,对；正确的；恰当的；右边的；正确地；恰恰；向右，在右边；右；权利
1279,"ring (rang, rung)",/rɪŋ/,v / n,(钟、铃等)响；摇铃；打电话；打电话；铃声；环形物
1280,rise,/raɪz/,v,上升，上涨；起立
1281,river,/ˈrɪvər/,n,江；河
1282,road,/roʊd/,n,路；道路
1283,roast,/roʊst/,v,烤(肉)
1284,robot,/ˈroʊˌbət/,n,机器人
1285,rock,/rɑk/,n,岩石
1286,rocket,/ˈrɑkət/,n,火箭
1287,role,/roʊl/,n,角色
1288,room,/rum/,n,房间，室；空间；地方
1289,root,/rut/,n,根；根源；起源
1290,rope,/roʊp/,n,绳子
1291,rose,/roʊz/,n,玫瑰花
1292,rough,/rəf/,adj,粗糙的；不平的；风浪急的
1293,round,/raʊnd/,adj / adv / prep,圆的；球形的；环绕地；在周围；环绕一周，围着
1294,row,/roʊ/,n,(一)排，(一)行
1295,rubbish,/ˈrəbɪʃ/,n,垃圾；废物
1296,rude,/rud/,adj,无理的，粗鲁的
1297,rule,/rul/,n / v,规则；规定；统治
1298,"run (ran, run)",/rən/,v / n,跑，奔跑；经营，管理；跑，奔跑
1299,rush,/rəʃ/,v,冲，奔跑
1300,sad,/sæd/,adj,悲伤的
1301,sadly,/ˈsædli/,adv,悲哀地，忧愁地，令人遗憾地；不幸地
1302,safe,/seɪf/,adj / n,安全的；平安的；保险柜
1303,safely,/ˈseɪfli/,adv,安全地；平安地
1304,safety,/ˈseɪfti/,n,安全；平安
1305,salad,/ˈsæləd/,n,色拉
1306,salary,/ˈsæləri/,n,薪金，薪水
1307,sale,/seɪl/,n,卖，出售
1308,salt,/sɔlt/,n,盐
1309,salty,/ˈsɔlti/,adj,咸的；含盐的
1310,same,/seɪm/,adj / pron,同样的，同一的；同样的事
1311,sandwich,/ˈsænwɪʧ/,n,三明治
1312,satisfied,/ˈsætɪsˌfaɪd/,adj,满足的，满意的
1313,satisfying,/ˈsætɪsˌfaɪɪŋ/,adj,令人满意的，令人满足的
1314,sauce,/sɔs/,n,酱汁； 调味汁
1315,save,/seɪv/,v,救，挽救；节省
1316,"say (said, said)",/seɪ/,v,说，讲
1317,saying,/seɪɪŋ/,n,谚语，俗语；格言
1318,schedule,/ˈskɛʤʊl/,n,时间表
1319,school,/skul/,n,学校
1320,science,/saɪəns/,n,科学，自然科学
1321,scientist,/ˈsaɪəntɪst/,n,科学家
1322,score,/skɔr/,n,得分；分数
1323,screen,/skrin/,n,屏幕；荧光屏
1324,sea,/si/,n,海，海洋
1325,seafood,/ˈsiˌfud/,n,海鲜
1326,search,/sərʧ/,n & v,搜寻；搜查
1327,seaside,/ˈsiˌsaɪd/,n,海滨
1328,season,/ˈsizən/,n,季；季节
1329,seat,/sit/,n,座位
1330,second,/ˈsɛkənd/,n / adj / adv,第二个；秒；第二位的；第二位；其次
1331,secondary,/ˈsɛkənˌdɛri/,adj,中等的；第二的
1332,secret,/ˈsikrɪt/,n,秘密
1333,secretary,/ˈsɛkrəˌtɛri/,n,秘书
1334,section,/ˈsɛkʃən/,n,部分；部门；栏目
1335,"see (saw, seen)",/si/,v,看见，看到；领会，理解；拜访，会见
1336,seed,/sid/,n,种子
1337,seem,/sim/,v,似乎，好像
1338,seldom,/ˈsɛldəm/,adv,很少，不常
1339,select,/səˈlɛkt/,v,选择，挑选，选拔
1340,"sell (sold, sold)",/sɛl/,v,卖；销售
1341,"send (sent, sent)",/sɛnd/,v,打发，派遣；送，邮寄
1342,senior,/ˈsinjər/,adj,年长的；高年级的；高级的
1343,sense,/sɛns/,n,感觉；意识；感官
1344,sentence,/ˈsɛntəns/,n,句子
1345,serious,/ˈsɪriəs/,adj,严肃的；严重的；认真的
1346,seriously,/ˈsɪriəsli/,adj,严肃地；严重地；认真地
1347,serve,/sərv/,v,招待(顾客等)；为……服务
1348,service,/ˈsərvɪs/,n,服务；公用事业
1349,"set (set, set)",/sɛt/,v,释放，安置；树立(榜样)；创造(纪录)
1350,settle,/ˈsɛtəl/,v,安家，定居；解决
1351,several,/ˈsɛvərəl/,adj,几个，数个
1352,"shake (shook, shaken)",/ʃeɪk/,v,握(手)，摇(头)；使震动
1353,shall (should),/ʃæl/,aux v,(表示将来)将要，会；(表示征求意见)……好吗
1354,shame,/ʃeɪm/,n,遗憾的事；羞愧
1355,shape,/ʃeɪp/,n,形状；外形；样子
1356,share,/ʃɛr/,v,分享；共同使用
1357,sheep (复 sheep),/ʃip/,n,(绵)羊
1358,shelf (复 shelves),/ʃɛlf/,n,架子；搁板
1359,"shine (shone, shone)",/ʃaɪn/,v,发光；照耀；使发光
1360,ship,/ʃɪp/,n,船，轮船
1361,shirt,/ʃərt/,n,男衬衫
1362,shoe,/ʃu/,n,鞋
1363,shop,/ʃɑp/,n / v,店铺；购物
1364,short,/ʃɔrt/,adj,短的；矮的；短缺的
1365,should (shall 的过去时态),/ʃʊd/,aux v,应当，应该，会
1366,shout,/ʃaʊt/,n & v,喊；高声呼喊
1367,"show (showed, shown)",/ʃoʊ/,v / n,给……看；出示；显示；告知；表明；展示；演出；节目；展览会
1368,shower,/ʃaʊər/,n,阵雨； 淋浴
1369,"shut (shut, shut)",/ʃət/,v,关上，封闭
1370,shy,/ʃaɪ/,adj,害羞的
1371,sick,/sɪk/,adj,有病的，患病的；(想)呕吐的；恶心的
1372,side,/saɪd/,n,边，旁边；面，侧面
1373,sight,/saɪt/,n,风景；视力
1374,sightseeing,/ˈsaɪtˈsiɪŋ/,n,游览，观光
1375,sign,/saɪn/,n / v,符号，标记；签名，署名
1376,signal,/ˈsɪgnəl/,n,信号；手势
1377,silent,/ˈsaɪlənt/,adj,静的，无声的
1378,silk,/sɪlk/,n,丝，丝绸
1379,silly,/ˈsɪli/,adj,傻的，愚蠢的
1380,similar,/ˈsɪmələr/,adj,相似的，像
1381,simple,/ˈsɪmpəl/,adj,简单的，简易的
1382,since,/sɪns/,prep / conj,从……以来；自从；从……以来；由于，既然
1383,sing,/sɪŋ/,v,唱，唱歌
1384,singer,/ˈsɪŋər/,n,歌手； 歌唱家
1385,single,/ˈsɪŋgəl/,adj,单一的，单个的；单身的
1386,sir,/sər/,n,先生；阁下
1387,sister,/ˈsɪstər/,n,姐；妹
1388,"sit (sat, sat)",/sɪt/,v,坐
1389,situation,/ˌsɪʧuˈeɪʃən/,n,形势，情况；场面
1390,size,/saɪz/,n,尺寸；大小
1391,skate,/skeɪt/,v,溜冰
1392,skill,/skɪl/,n,技能，技巧
1393,skin,/skɪn/,n,皮肤
1394,skirt,/skərt/,n,女裙
1395,sky,/skaɪ/,n,天空
1396,"sleep (slept, slept)",/slip/,v / n,睡觉；睡眠
1397,slow,/sloʊ/,adj,慢慢的，缓慢的
1398,slowly,/sˈloʊli/,adv,慢慢地，缓慢地
1399,small,/smɔl/,adj,小的；少的
1400,smart,/smɑrt/,adj,灵巧的，聪明的；智能的
1401,"smell (smelt, smelt)",/smɛl/,v / n,嗅；闻到；气味
1402,smile,/smaɪl/,n & v,微笑
1403,smoke,/smoʊk/,n / v,烟；冒烟；吸烟
1404,snack,/snæk/,n,小吃
1405,snow,/snoʊ/,n / v,雪；下雪
1406,snowy,/snoʊi/,adj,下雪的；多雪的
1407,so,/soʊ/,adv / conj,如此，这么；也，同样；因此，所以；为的是，以便
1408,society,/soʊˈsaɪɪti/,n,社会
1409,soft,/sɔft/,adj,软的，柔和的
1410,softly,/ˈsɔftli/,adv,温柔地
1411,soldier,/ˈsoʊlʤər/,n,士兵；战士
1412,solution,/səˈluʃən/,n,解决方法；解答
1413,solve,/sɑlv/,v,解决，解答
1414,some,/səm/,adj / pron,一些，若干；几个；某一；若干，一些
1415,somebody/someone,/ˈsəmˌbɑdi/ /ˈsəmˌwən/,pron,某人；有人
1416,something,/ˈsəmθɪŋ/,pron,某事；某物
1417,sometimes,/ˈsəmˌtaɪmz/,adv,有时
1418,son,/sən/,n,儿子
1419,song,/sɔŋ/,n,歌唱；歌曲
1420,soon,/sun/,adv,不久；很快；一会儿
1421,sorry,/ˈsɑri/,adj,对不起的；抱歉的；难过的
1422,sound,/saʊnd/,n / v,声音；听起来；发出声音
1423,soup,/sup/,n,汤
1424,south,/saʊθ/,n / adj,南；南方；南部；南(方)的；向南的
1425,space,/speɪs/,n,空间；太空
1426,spaceship,/ˈspeɪsˌʃɪp/,n,宇宙飞船
1427,spare,/spɛr/,adj,空闲的；多余的，剩余的
1428,"speak (spoke, spoken)",/spik/,v,说，讲；谈话；发言
1429,special,/ˈspɛʃəl/,adj,特别的，专门的
1430,speech,/spiʧ/,n,演讲，说话
1431,speed,/spid/,n / v,速度；(使)加速
1432,spend,/spɛnd/,v,度过；花费(钱、时间等)
1433,spoon,/spun/,n,调羹
1434,sport,/spɔrt/,n,体育运动；锻炼
1435,"spread (spread, spread)",/sprɛd/,v,延伸； 展开
1436,spring,/spərɪŋ/,n,春天，春季
1437,square,/skwɛr/,n / adj,广场；平方的；方形的
1438,staff,/stæf/,n,全体职员
1439,stamp,/stæmp/,n,邮票
1440,"stand (stood, stood)",/stænd/,v,站；起立
1441,star,/stɑr/,n,星，恒星
1442,start,/stɑrt/,v / n,开始；着手；出发；开端，开始
1443,state,/steɪt/,n,状态； 情形；国家，(美国的)州
1444,station,/ˈsteɪʃən/,n,车站；电台
1445,stay,/steɪ/,n & v / v,停留，逗留，呆；保持
1446,steak,/steɪk/,n,牛排
1447,"steal (stole, stolen)",/stil/,v,偷， 窃取
1448,steam,/stim/,n,汽；水蒸气
1449,step,/stɛp/,n / v,脚步，台阶；走； 跨步
1450,stick,/stɪk/,n / v,"木棒(棍)，枝条；(stuck, stuck) 粘住，钉住；坚持"
1451,still,/stɪl/,adv / adj,仍然，还；不动的，平静的
1452,stocking,/ˈstɑkɪŋ/,n,长筒袜
1453,stomachache,/stomachache*/,n,胃疼
1454,stone,/stoʊn/,n,石头，石料
1455,stop,/stɑp/,v / n,停，停止；阻止；停；(停车)站
1456,store,/stɔr/,n / v,商店；储藏，存储
1457,storm,/stɔrm/,n,风暴，暴(风)雨(雪)
1458,story,/ˈstɔri/,n,故事，小说
1459,straight,/streɪt/,adj / adv,一直的，直的；一直地，直地
1460,strange,/streɪnʤ/,adj,奇怪的，奇特的；陌生的
1461,strawberry,/ˈstrɔˌbɛri/,n,草莓
1462,street,/strit/,n,街；街道
1463,stress,/strɛs/,n / v,压力；紧张；强调；加压力于；使紧张；强调
1464,strict,/strɪkt/,adj,严格的；严密的
