序号,英文单词,音标,词性,中文含义
1497,sweet,/swit/,,
1498,"swim (swam, swum)",/swɪm/,,
1499,system,/ˈsɪstəm/,,
1500,table,/ˈteɪbəl/,,
1501,take (took，taken),/teɪk/,,
1502,talent,/ˈtælənt/,,
1503,talk,/tɔk/,,
1504,tall,/tɔl/,,
1505,tap,/tæp/,,
1506,tape,/teɪp/,,
1507,task,/tæsk/,,
1508,taste,/teɪst/,,
1509,taxi,/ˈtæksi/,,
1510,tea,/ti/,,
1511,"teach (taught, taught)",/tiʧ/,,
1512,teacher,/ˈtiʧər/,,
1513,team,/tim/,,
1514,tear,/tɪr/,,
1515,technology,/tɛkˈnɑləʤi/,,
1516,teenager,/ˈtiˌneɪʤər/,,
1517,telephone,/ˈtɛləˌfoʊn/,,
1518,television (TV),/ˈtɛləˌvɪʒən/,,
1519,"tell (told, told)",/tɛl/,,
1520,temperature,/ˈtɛmpərəʧər/,,
1521,temple,/ˈtɛmpəl/,,
1522,tennis,/ˈtɛnɪs/,,
1523,term,/tərm/,,
1524,terrible,/ˈtɛrəbəl/,,
1525,test,/tɛst/,,
1526,text,/tɛkst/,,
1527,than,/ðən/,,
1528,thank,/θæŋk/,,
1529,thankful,/ˈθæŋkfəl/,,
1530,that,/ðət/,,
1531,theatre (美 theater),/ˈθiətər/,,
1532,then,/ðɛn/,,
1533,there,/ðɛr/,,
1534,these,/ðiz/,,
1535,thick,/θɪk/,,
1536,thin,/θɪn/,,
1537,thing,/θɪŋ/,,
1538,"think (thought, thought)",/θɪŋk/,,
1539,thirsty,/ˈθərsti/,,
1540,this,/ðɪs/,,
1541,those,/ðoʊz/,,
1542,thought,/θɔt/,,
1543,through,/θru/,,
1544,throughout,/θruaʊt/,,
1545,"throw (threw, thrown)",/θroʊ/,,
1546,ticket,/ˈtɪkɪt/,,
1547,tidy,/ˈtaɪdi/,,
1548,tie,/taɪ/,,
1549,tiger,/ˈtaɪgər/,,
1550,till,/tɪl/,,
1551,time,/taɪm/,,
1552,tip,/tɪp/,,
1553,tired,/taɪərd/,,
1554,title,/ˈtaɪtəl/,,
1555,to,/tɪ/,,
1556,today,/təˈdeɪ/,,
1557,together,/təˈgɛðər/,,
1558,tomato,/təˈmɑˌtoʊ/,,
1559,tomorrow,/təˈmɑˌroʊ/,,
1560,tonight,/təˈnaɪt/,,
1561,too,/tu/,,
1562,tool,/tul/,,
1563,tooth (复 teeth),/tuθ/,,
1564,toothache,/toothache*/,,
1565,top,/tɔp/,,
1566,topic,/ˈtɑpɪk/,,
1567,touch,/təʧ/,,
1568,tour,/tʊr/,,
1569,tourist,/ˈtʊrɪst/,,
1570,toward(s),/təˈwɔrd/,,
1571,tower,/taʊər/,,
1572,town,/taʊn/,,
1573,toy,/tɔɪ/,,
1574,tradition,/trəˈdɪʃən/,,
1575,traditional,/trəˈdɪʃənəl/,,
1576,traffic,/ˈtræfɪk/,,
1577,train,/treɪn/,,
1578,translate,/trænzˈleɪt/,,
1579,transport,/ˈtrænspɔrt/,,
1580,travel,/ˈtrævəl/,,
1581,tree,/tri/,,
1582,trick,/trɪk/,,
1583,trip,/trɪp/,,
1584,trouble,/ˈtrəbəl/,,
1585,trousers,/ˈtraʊzərz/,,
1586,true,/tru/,,
1587,truck,/trək/,,
1588,trust,/trəst/,,
1589,truth,/truθ/,,
1590,try,/traɪ/,,
1591,turkey,/ˈtərki/,,
1592,turn,/tərn/,,
1593,twice,/twaɪs/,,
1594,twin,/twɪn/,,
1595,type,/taɪp/,,
1596,umbrella,/ˈəmˌbrɛlə/,,
1597,uncle,/ˈəŋkəl/,,
1598,under,/ˈəndər/,,
1599,underground,/ˈəndərˌgraʊnd/,,
1600,underlined,/ˈəndərˌlaɪnd/,,
1601,"understand (understood, understood)",/ˌəndərˈstænd/,,
1602,unfair,/ˌɔnˈfɛr/,,
1603,unforgettable,/ˌənfərˈgɛtəbəl/,,
1604,unfortunately,/ənˈfɔrʧənətli/,,
1605,unhappy,/ənˈhæpi/,,
1606,unhealthy,/ənˈhɛlθi/,,
1607,uniform,/ˈjunəˌfɔrm/,,
1608,unit,/ˈjunɪt/,,
1609,united,/juˈnaɪtɪd/,,
1610,university,/ˌjunəˈvərsəti/,,
1611,unless,/ənˈlɛs/,,
1612,until,/ənˈtɪl/,,
1613,unusual,/ənˈjuˌʒuəl/,,
1614,up,/əp/,,
1615,upset,/ˈəpˌsɛt/,,
1616,upstairs,/əpˈstɛrz/,,
1617,use,/juz/,,
1618,useful,/ˈjusfəl/,,
1619,useless,/ˈjusləs/,,
1620,usual,/ˈjuʒəwəl/,,
1621,usually,/ˈjuʒəwəli/,,
1622,value,/ˈvælju/,,
1623,variety,/vərˈaɪəti/,,
1624,various,/ˈvɛriəs/,,
1625,vegetable,/ˈvɛʤtəbəl/,,
1626,very,/ˈvɛri/,,
1627,victory,/ˈvɪktəri/,,
1628,video,/ˈvɪdioʊ/,,
1629,view,/vju/,,
1630,village,/ˈvɪlɪʤ/,,
1631,violin,/vaɪəˈlɪn/,,
1632,visit,/ˈvɪzɪt/,,
1633,visitor,/ˈvɪzɪtər/,,
1634,voice,/vɔɪs/,,
1635,volleyball,/ˈvɑliˌbɔl/,,
1636,volunteer,/ˌvɑlənˈtɪr/,,
1637,wait,/weɪt/,,
1638,waiter,/ˈweɪtər/,,
1639,waitress,/ˈweɪtrəs/,,
1640,"wake (woke, woken)",/weɪk/,,
1641,walk,/wɔk/,,
1642,wall,/wɔl/,,
1643,want,/wɔnt/,,
1644,war,/wɔr/,,
1645,warm,/wɔrm/,,
1646,warn,/wɔrn/,,
1647,wash,/wɑʃ/,,
1648,waste,/weɪst/,,
1649,watch,/wɔʧ/,,
1650,water,/ˈwɔtər/,,
1651,wave,/weɪv/,,
1652,way,/weɪ/,,
1653,weak,/wik/,,
1654,wealth,/wɛlθ/,,
1655,"wear (wore, worn)",/wɛr/,,
1656,weather,/ˈwɛðər/,,
1657,web,/wɛb/,,
1658,website,/ˈwɛbˌsaɪt/,,
1659,week,/wik/,,
1660,weekday,/ˈwikˌdeɪ/,,
1661,weekend,/ˈwiˌkɪnd/,,
1662,weigh,/weɪ/,,
1663,weight,/weɪt/,,
1664,welcome,/ˈwɛlkəm/,,
1665,well (比较级 better，最高级 best),/wɛl/,,
1666,west,/wɛst/,,
1667,western,/ˈwɛstərn/,,
1668,wet,/wɛt/,,
1669,what,/wət/,,
1670,when,/wɪn/,,
1671,where,/wɛr/,,
1672,whether,/ˈwɛðər/,,
1673,which,/wɪʧ/,,
1674,while,/waɪl/,,
1675,white,/waɪt/,,
1676,who,/hu/,,
1677,whole,/hoʊl/,,
1678,whom,/hum/,,
1679,whose,/huz/,,
1680,why,/waɪ/,,
1681,wide,/waɪd/,,
1682,widely,/ˈwaɪdli/,,
1683,widen,/ˈwaɪdən/,,
1684,wife,/waɪf/,,
1685,wild,/waɪld/,,
1686,will,/wɪl/,,
1687,"win (won, won)",/wɪn/,,
1688,wind,/wɪnd/,,
1689,window,/ˈwɪndoʊ/,,
1690,windy,/ˈwɪndi/,,
1691,wine,/waɪn/,,
1692,wing,/wɪŋ/,,
1693,winner,/ˈwɪnər/,,
1694,winter,/ˈwɪntər/,,
1695,wisdom,/ˈwɪzdəm/,,
1696,wise,/waɪz/,,
1697,wish,/wɪʃ/,,
1698,with,/wɪθ/,,
1699,within,/wɪˈθɪn/,,
1700,without,/wɪˈθaʊt/,,
1701,wolf,/wʊlf/,,
1702,woman (复 women),/ˈwʊmən/,,
1703,wonder,/ˈwəndər/,,
1704,wonderful,/ˈwəndərfəl/,,
1705,wood,/wʊd/,,
1706,wooden,/ˈwʊdən/,,
1707,word,/wərd/,,
1708,work,/wərk/,,
1709,worker,/ˈwərkər/,,
1710,world,/wərld/,,
1711,worry,/ˈwəri/,,
1712,worth,/wərθ/,,
1713,would,/wʊd/,,
1714,wound,/wund/,,
1715,wounded,/ˈwundɪd/,,
1716,"write (wrote, written)",/raɪt/,,
1717,writer,/ˈraɪtər/,,
1718,wrong,/rɔŋ/,,
1719,year,/jɪr/,,
1720,yellow,/ˈjɛloʊ/,,
1721,yesterday,/ˈjɛstərˌdeɪ/,,
1722,yet,/jɛt/,,
1723,yogurt,/ˈjoʊgərt/,,
1724,young,/jəŋ/,,
1725,zero,/ˈziroʊ/,,
1726,zoo,/zu/,,
